,0,1
0,"[(200, 200), (38.209512780305715, 1152.3749380299414), (115.31541501269083, 1192.2889611203411), (553.3004817421058, 1109.3317624445776)]",0
1,"[(200, 200), (170.16249130414155, 1169.7400008611176), (185.19220171891737, 1187.734816875161), (666.9848659432927, 1087.1895177996837)]",0
2,"[(200, 200), (228.40905466626026, 1166.1099580493376), (42.484162335463765, 1158.9892404596178), (455.00567539247345, 1218.9407170729028)]",0
3,"[(200, 200), (43.89689275652573, 1137.5743611871399), (602.3976004167412, 1146.6517414225025), (188.6394505443398, 1246.5088979716481)]",0
4,"[(200, 200), (91.38450333888122, 1157.61049302242), (349.55557627741905, 1148.0395533584308), (586.8379671204601, 1104.0558525940328)]",0
5,"[(200, 200), (325.2584636767606, 1238.0646165687763), (101.55307854235681, 1131.4843053099148), (272.93917522427824, 1203.383414310178)]",0
6,"[(200, 200), (654.8900159795111, 1152.8879911827316), (506.84764211816014, 1124.064823076799), (-27.23302165138132, 1115.6979704585917)]",0
7,"[(200, 200), (395.8733635846521, 1165.4169367121779), (549.3655337656642, 1158.3797494568696), (548.4674931893231, 1152.4234865961535)]",0
8,"[(200, 200), (453.94805704745687, 1152.2116718000495), (-36.21912768052729, 1178.8808322448256), (133.22273012154136, 1149.293106302625)]",0
9,"[(200, 200), (-99.19705798194057, 1108.9599716719192), (31.839051384122172, 1174.327391996597), (417.1656492774426, 1223.1344378081421)]",0
10,"[(200, 200), (653.0925544611608, 1091.6330331667791), (-43.9377476637905, 1184.8339134288635), (137.12867931771126, 1153.8835103339115)]",0
11,"[(200, 200), (190.22374855272489, 1195.749754386685), (114.2549583303475, 1198.9483243430054), (281.6726587267345, 1105.6230513824612)]",0
12,"[(200, 200), (558.1049661078124, 1153.3229323870385), (263.9325235022534, 1169.414261612162), (-85.42245659190773, 1162.8635938654372)]",0
13,"[(200, 200), (561.6719935128207, 1186.8448794666333), (306.73210775101666, 1240.0517479039684), (212.37657471584475, 1215.4366006057446)]",0
14,"[(200, 200), (261.9524536209173, 1206.9865598590288), (342.8847021672077, 1219.7485235045556), (386.5409688466553, 1193.5434185663378)]",0
15,"[(200, 200), (270.2519946568849, 1229.2083709958285), (48.51216130706882, 1188.2800073478172), (666.0667139493235, 1166.1096289259888)]",0
16,"[(200, 200), (45.6078158200647, 1192.072379287678), (231.84267694354224, 1182.5774113562882), (253.9108259844877, 1208.1347408738025)]",0
17,"[(200, 200), (-69.98918591178335, 1119.1672574136944), (-40.98819918985623, 1185.603651875711), (-8.424165354750201, 1169.916389641996)]",0
18,"[(200, 200), (513.2950966438897, 1200.5938693165192), (521.2427481053878, 1211.8442154389948), (259.09506173569093, 1211.004495143435)]",0
19,"[(200, 200), (206.66044777839994, 1251.7684658716983), (469.06858236584435, 1239.304779232568), (523.5567162488376, 1186.7618806513406)]",0
20,"[(200, 200), (347.8980518223786, 1188.7074684093297), (577.0129158616626, 1148.5784716289565), (51.42862129755055, 1156.951702503417)]",0
21,"[(200, 200), (226.59387794243457, 1185.4409626873996), (517.7446235418358, 1161.3737079290918), (113.70959372355802, 1117.8761746676491)]",0
22,"[(200, 200), (86.69231743498266, 1177.962758979286), (160.49260513791174, 1179.7503178810698), (319.87577547082276, 1245.4096019934195)]",0
23,"[(200, 200), (474.1826992654231, 1116.0169556181431), (661.9326517481591, 1150.595352906575), (240.45823474253015, 1170.4401359283065)]",0
24,"[(200, 200), (642.5926669161184, 1139.9679506057946), (254.4085671262439, 1191.0640426884831), (530.9673506422081, 1189.8809519985011)]",0
25,"[(200, 200), (327.0811845069941, 1229.7104076770047), (232.7455898680389, 1178.1346521735638), (160.33377563498627, 1201.465527384306)]",0
26,"[(200, 200), (219.11284006176152, 1224.0155781992898), (553.905271167389, 1234.1736574785527), (33.40831844775698, 1178.5492202250205)]",0
27,"[(200, 200), (659.3266585231049, 1116.4774235961565), (60.71742461724685, 1163.0869785019295), (404.78947609228135, 1202.521900608704)]",0
28,"[(200, 200), (436.2465404209402, 1187.4624110285943), (680.6855394741572, 1196.4463221328238), (341.6193456505267, 1212.8919231387188)]",0
29,"[(200, 200), (578.4617645423154, 1161.474655631551), (452.9817137045306, 1169.2245615409224), (563.7970252671389, 1152.4024178832851)]",0
30,"[(200, 200), (660.7318880856233, 1151.8685952164944), (101.18999395391276, 1209.2981910725734), (274.50261056970305, 1233.5839328068787)]",0
31,"[(200, 200), (-26.16714355723161, 1190.7045204156773), (321.1215557483516, 1187.69189070174), (-51.63473394011051, 1177.834086279374)]",0
32,"[(200, 200), (467.95215344543647, 1245.2771939984646), (222.52852137263835, 1223.0807072574835), (555.5870423581289, 1216.5788475853456)]",0
33,"[(200, 200), (-30.5004659735134, 1125.8823816564668), (231.45016128660825, 1251.7145280474977), (113.90279682291849, 1154.991608334982)]",0
34,"[(200, 200), (60.70595890260947, 1156.8766156492727), (497.732304018115, 1135.4630384848278), (293.6710237682554, 1158.3173654186796)]",0
35,"[(200, 200), (358.37939902058673, 1200.4160354855699), (467.77429607401257, 1228.3295962720906), (390.7925081985735, 1161.1890768866053)]",0
36,"[(200, 200), (68.60651010645489, 1137.465931823628), (287.3333310325736, 1149.5908229955244), (652.6158862625565, 1148.7709146081374)]",0
37,"[(200, 200), (19.391674342715405, 1203.8665349440219), (715.4257723303931, 1133.3244137334832), (482.1721638152318, 1191.5257878847121)]",0
38,"[(200, 200), (661.4183190829948, 1090.152681203122), (13.663173135467247, 1107.1345855018217), (649.432634360151, 1192.9812337911098)]",0
39,"[(200, 200), (628.9033832250127, 1149.9498494342445), (-40.53487951471239, 1111.1776049270954), (-38.996332988786335, 1126.8215847580998)]",0
40,"[(200, 200), (494.26845139678346, 1151.6396384714124), (430.32535330498325, 1214.9103707236359), (440.5754687392783, 1191.9276071461518)]",0
41,"[(200, 200), (143.46263565025805, 1195.7756307294685), (474.6130332348865, 1139.0198513649136), (675.5216422107546, 1130.6485115006003)]",0
42,"[(200, 200), (600.9513416993987, 1135.1645705237918), (96.0713966987756, 1178.1116681127971), (-102.46705544773656, 1049.0475919485677)]",0
43,"[(200, 200), (413.19960620137806, 1212.4576021814767), (434.0632118331183, 1142.8630181466783), (456.31893309712115, 1177.2030962154747)]",0
44,"[(200, 200), (238.14232936888197, 1184.4643379917302), (283.20723844550673, 1203.2485600453801), (571.7854994300633, 1177.9424216257767)]",0
45,"[(200, 200), (72.7801552608257, 1132.5012247811267), (370.62568795853116, 1174.7098212605538), (-21.553892990140724, 1121.2957072997963)]",0
46,"[(200, 200), (623.9951755174621, 1143.8238944307398), (135.52193083283163, 1170.4688926435056), (336.31406698942953, 1193.3315226642035)]",0
47,"[(200, 200), (574.725230980747, 1140.8724343988904), (618.7722908289144, 1101.5754154549847), (186.8119897096086, 1162.5772805273996)]",0
48,"[(200, 200), (43.14992111904718, 1130.782252047569), (198.11271068320664, 1218.2716507138448), (53.003166970781734, 1148.1745524978276)]",0
49,"[(200, 200), (239.96045987151524, 1214.114761204809), (364.6879709033075, 1184.340806326424), (296.31472322733697, 1186.1149941813612)]",0
50,"[(200, 200), (-10.7654709257271, 1170.1241091327893), (566.9245219929538, 1161.7589424885698), (164.12000937311487, 1241.832979687297)]",0
51,"[(200, 200), (170.7413183506888, 1233.8167711347533), (569.7029985663124, 1147.3948208308957), (325.5292488731119, 1188.232743929133)]",0
52,"[(200, 200), (667.2197272696653, 1126.477861210335), (-28.01099442144286, 1105.5435444772872), (557.0330364874416, 1191.2753428757344)]",0
53,"[(200, 200), (344.80302447909287, 1181.597186422338), (621.699754290284, 1142.6415966049256), (252.52837056870555, 1221.6185946501032)]",0
54,"[(200, 200), (92.58709474809191, 1235.3052013891727), (566.1928199172031, 1171.7571403385796), (221.24512329022212, 1177.6604594819278)]",0
55,"[(200, 200), (181.09721682253144, 1149.575630926866), (192.12023860437972, 1161.3844234064286), (26.533128307258266, 1093.1668039621939)]",0
56,"[(200, 200), (53.95568419398484, 1176.618234140921), (575.4582295938022, 1176.9652238436458), (213.09023303772275, 1157.142091262812)]",0
57,"[(200, 200), (566.4218232369496, 1132.795763949097), (44.96750287612398, 1169.159424167651), (358.0781120497418, 1182.0283621177325)]",0
58,"[(200, 200), (609.9574105425017, 1118.6295269150175), (116.03655134305748, 1251.068980762089), (302.6322129382981, 1203.6867721183098)]",0
59,"[(200, 200), (-44.719041525667876, 1096.091602822591), (-40.504467883733156, 1166.0183824970204), (527.2493190473463, 1159.7405201025)]",0
60,"[(200, 200), (269.68393769422937, 1173.8890250584502), (447.60813266899993, 1204.5883427751544), (394.0240931996393, 1147.0345594753703)]",0
61,"[(200, 200), (299.9736941117328, 1189.497720314021), (701.8219354811579, 1121.2599319903547), (487.3324645870339, 1110.0270311659)]",0
62,"[(200, 200), (612.6502361313646, 1133.6888758785522), (102.87782779584845, 1190.1485591393414), (580.5957966657505, 1140.4762599550138)]",0
63,"[(200, 200), (-56.31127440466285, 1138.3507329787546), (195.24253241625593, 1197.5506348635174), (769.2697004715499, 1072.461983199736)]",0
64,"[(200, 200), (183.50141972596413, 1208.241565624009), (197.461084903627, 1207.840434427564), (21.977492920573752, 1169.3852124705827)]",0
65,"[(200, 200), (-84.56964389433512, 1087.1782175850485), (315.4833275180496, 1188.6480509659175), (610.9458538765151, 1110.3084062689466)]",0
66,"[(200, 200), (146.25238248351604, 1184.6256260818982), (253.7131944496956, 1173.3371410621357), (589.6531513800101, 1160.5351239290364)]",0
67,"[(200, 200), (476.15459742825317, 1214.2094709083099), (370.40869227589604, 1172.1491380762984), (493.90291827899114, 1140.853044063344)]",0
68,"[(200, 200), (274.96257542531794, 1235.019742239375), (617.8159163173746, 1184.2341629208029), (592.9904724692353, 1096.8565054287521)]",0
69,"[(200, 200), (11.461629754156291, 1096.1448823304363), (257.4556437160191, 1200.2702178860848), (713.6668087464018, 1167.6807252385154)]",0
70,"[(200, 200), (669.5133094737164, 1177.5817711379), (-15.865836309878546, 1154.3077243207565), (56.35889697661224, 1163.7783814995234)]",0
71,"[(200, 200), (263.090795236404, 1230.5563867496421), (291.63371011036173, 1235.3807826392592), (-20.000502729359425, 1146.2967000823394)]",0
72,"[(200, 200), (221.3821999035789, 1204.4920931535983), (34.99034023867284, 1181.7927189945558), (172.06643368971476, 1208.5067648879747)]",0
73,"[(200, 200), (465.70758063380515, 1185.9455183330115), (585.3109104787204, 1191.2739742925946), (636.7154304249088, 1129.1413111302056)]",0
74,"[(200, 200), (125.95444069258764, 1218.3329411612121), (-27.8633037857835, 1152.3725559846853), (207.37112385495425, 1181.1658505216346)]",0
75,"[(200, 200), (352.35910414156024, 1150.461470956074), (7.834312800008718, 1205.2750953900456), (610.0852460946863, 1067.6582548926)]",0
76,"[(200, 200), (350.5069840496436, 1218.8399459219436), (125.46177895776295, 1188.6924117014016), (557.5556613170173, 1137.1497298987206)]",0
77,"[(200, 200), (490.46629950626743, 1220.0458785309843), (663.8899130348962, 1123.6252967366818), (-85.38459592536276, 1087.0748854861563)]",0
78,"[(200, 200), (122.29038583973517, 1246.6490742581916), (543.3672573728431, 1168.9878298332255), (30.60164803431735, 1154.5025679230928)]",0
79,"[(200, 200), (77.34509741889761, 1184.0597907244282), (492.1265944112548, 1167.388932393064), (609.0548826042603, 1119.9735485858748)]",0
80,"[(200, 200), (357.5334597789559, 1189.2832698559346), (476.5526227382684, 1194.6068289652535), (466.0289161646589, 1191.071531583605)]",0
81,"[(200, 200), (679.9228527086213, 1178.699208394323), (656.6465258617789, 1101.3272609997482), (111.0691196716804, 1129.560867091733)]",0
82,"[(200, 200), (704.2727393747477, 1136.1710485234453), (92.28668199048127, 1123.5589427491752), (101.49845110708375, 1194.0470368614356)]",0
83,"[(200, 200), (589.3610124716861, 1231.8445848673962), (-12.411575440168832, 1097.3927214426235), (-3.407535241967821, 1155.8848180510574)]",0
84,"[(200, 200), (78.79633720319865, 1138.0833344516461), (633.793585579858, 1140.7407307075955), (509.68670981056636, 1143.6661254375488)]",0
85,"[(200, 200), (70.09351489062212, 1194.361187433957), (10.442326651083505, 1193.2771821571432), (227.37060309385782, 1215.2602617981165)]",0
86,"[(200, 200), (221.5258735287666, 1175.951217964124), (402.9209428094593, 1166.8500945201079), (383.885968033069, 1211.4754575579589)]",0
87,"[(200, 200), (235.45243859056586, 1193.973360466652), (238.86637380918341, 1217.5728704184255), (457.00753252254015, 1145.4542101619506)]",0
88,"[(200, 200), (268.7675522207717, 1184.488610992803), (270.8714853670559, 1206.8099934619618), (357.46753186369625, 1204.6836660118076)]",0
89,"[(200, 200), (392.12678806445535, 1168.2881650357424), (83.65569110081773, 1136.132219281392), (268.5971662315177, 1209.391426531635)]",0
90,"[(200, 200), (296.3347209135319, 1157.666872854789), (228.71525563087994, 1197.7079151798284), (474.9364352589993, 1147.6354514993677)]",0
91,"[(200, 200), (396.39607329187334, 1233.8746259692969), (298.29001833231763, 1200.080419223687), (516.8005577175993, 1232.468357338358)]",0
92,"[(200, 200), (37.374970757351576, 1146.9468776851998), (501.07342679290826, 1213.8544553136328), (96.05106988850113, 1164.9472351467768)]",0
93,"[(200, 200), (53.030341580570166, 1151.1305624137572), (335.76017997829075, 1240.4793711781383), (443.0583052839656, 1193.7997260840607)]",0
94,"[(200, 200), (-50.3969115350742, 1130.3529990291656), (342.3345569966302, 1195.6469970916608), (-37.06683263103814, 1101.0359985984046)]",0
95,"[(200, 200), (678.7428360811587, 1180.4594316256148), (115.12583226570379, 1162.16865168391), (255.1907613144747, 1205.422321952296)]",0
96,"[(200, 200), (253.55364239105958, 1219.2591855621345), (656.0410532845965, 1130.8113104712663), (385.18085533993343, 1130.0166937065992)]",0
97,"[(200, 200), (152.06979347930667, 1182.3848870619095), (627.894209929302, 1151.349757551456), (652.0350357619379, 1141.6853323992545)]",0
98,"[(200, 200), (367.4236106925, 1212.5628708800323), (72.57293563228785, 1216.1015388084668), (599.5751459044559, 1135.4667321575957)]",0
99,"[(200, 200), (334.34304861368673, 1171.3449436342464), (227.7403601057634, 1220.8578210044473), (-58.30817023730086, 1105.7696546998145)]",0
100,"[(200, 200), (149.01419176961605, 1181.1988709715129), (474.17127956165416, 1183.253182646314), (234.90969483385766, 1190.78787433281)]",0
101,"[(200, 200), (286.00888014860607, 1194.3289920049601), (316.37908672615924, 1188.5470610587736), (-31.929202677131485, 1127.5729410418946)]",0
102,"[(200, 200), (92.08350867887562, 1190.9583083654825), (351.4199880410771, 1216.8442450363386), (230.6810106476935, 1177.7637987927262)]",0
103,"[(200, 200), (167.58972668758406, 1185.4745587307204), (145.93270724504646, 1167.1581743652337), (312.10462254068227, 1227.2831909171891)]",0
104,"[(200, 200), (80.02255598858842, 1172.3183416041509), (-104.13715380981763, 1099.029310314601), (-47.793646570774115, 1144.6108027001105)]",0
105,"[(200, 200), (305.9069214681977, 1186.3333619510813), (632.3920236400974, 1139.769624256036), (645.3138911020839, 1148.6100711071983)]",0
106,"[(200, 200), (627.1430456134087, 1121.858672809447), (71.50102135606772, 1159.3621852625226), (359.8814051510843, 1170.9106778011903)]",0
107,"[(200, 200), (490.66841937399107, 1160.7324935055353), (-4.285951707172018, 1164.8965947492245), (647.5935372456916, 1117.2546737294808)]",0
108,"[(200, 200), (278.88367140714877, 1228.0869815543338), (166.54213233468928, 1233.6722686713133), (292.28438577701695, 1205.4659650347603)]",0
109,"[(200, 200), (396.0278945926618, 1190.811274081683), (-8.724085832047436, 1127.3405528063997), (572.5332384996141, 1164.1214078863309)]",0
110,"[(200, 200), (505.3232709313347, 1254.221795601978), (683.8657614203535, 1146.6175477843203), (-97.87922303261041, 1118.3971387145245)]",0
111,"[(200, 200), (559.1355726690082, 1155.6472463694993), (344.1156566210111, 1203.8336624844399), (298.0351725339499, 1208.7073851531143)]",0
112,"[(200, 200), (414.34696586530794, 1257.5527569009073), (46.1499760291337, 1162.4203048965846), (561.6736369473881, 1174.5007814904893)]",0
113,"[(200, 200), (551.5021551536137, 1133.5732614995522), (619.9874766933318, 1122.3602877225355), (546.7618278793694, 1168.5311375487001)]",0
114,"[(200, 200), (556.6182504954354, 1114.8220183039011), (557.8160830366724, 1142.3534678248814), (-5.317488647004243, 1156.7686627165308)]",0
115,"[(200, 200), (224.05043995343215, 1211.314863356826), (565.6732881504439, 1115.7650592710745), (-31.887272169630066, 1102.7331847216317)]",0
116,"[(200, 200), (341.3024266858963, 1176.1837588385702), (200.52142190346603, 1177.4987358629191), (68.29638679777888, 1135.689890338855)]",0
117,"[(200, 200), (57.540595557095656, 1163.1885959298922), (599.5912500460197, 1156.506582299038), (252.91770071743258, 1187.9112720582998)]",0
118,"[(200, 200), (270.6635044012337, 1174.4010668185308), (144.89233003506456, 1199.4509737669764), (231.25682384950292, 1168.3608041052948)]",0
119,"[(200, 200), (554.8996781781033, 1146.890335047647), (457.3762895973605, 1150.863021741576), (546.6384239397848, 1147.3243994770635)]",0
120,"[(200, 200), (687.2785391568684, 1118.5583230817974), (69.06272325204066, 1212.3524137735494), (477.5050494366664, 1114.2148726818493)]",0
121,"[(200, 200), (474.3054284718223, 1218.0507533742652), (341.2071952696617, 1248.7184161578004), (514.7682103528907, 1149.9207204477061)]",0
122,"[(200, 200), (-43.93455648297973, 1123.4164984463946), (154.151048503219, 1131.3452331357223), (538.9834509667942, 1165.7337542832568)]",0
123,"[(200, 200), (-123.95824551157475, 1130.0826235854252), (428.16508187570724, 1180.6709174360599), (168.328795340097, 1217.2612049446125)]",0
124,"[(200, 200), (616.0921967477038, 1145.1360509651574), (111.05569425871715, 1143.2168410873617), (359.7489984083596, 1174.4412874785683)]",0
125,"[(200, 200), (587.1452399904065, 1212.3445378176154), (579.1418006111162, 1124.7741502768577), (510.9002758591591, 1219.2702760235877)]",0
126,"[(200, 200), (80.54411586499644, 1136.3459472811267), (638.2997559128466, 1133.8317799893657), (283.75874495804953, 1171.8217839226397)]",1
127,"[(200, 200), (78.35409949943633, 1167.5465522769327), (44.75696490743712, 1150.4135250881045), (627.6269464034565, 1106.465824566915)]",0
128,"[(200, 200), (-39.68509711189337, 1165.7104192627448), (659.6484844141269, 1131.4844251037007), (536.5309961217927, 1148.9668130333198)]",0
129,"[(200, 200), (572.1122743879215, 1134.3645888103797), (126.16456161170426, 1193.5850079803242), (528.8265305595954, 1158.8458906536844)]",0
130,"[(200, 200), (496.61566533083123, 1155.428555387669), (703.7236145451682, 1124.744081182407), (307.57470739826954, 1154.8456826254273)]",0
131,"[(200, 200), (519.081910368031, 1221.6976505893638), (149.6224732751237, 1161.8550419868986), (284.3103668170005, 1184.0566163015967)]",0
132,"[(200, 200), (599.4140763716416, 1133.7984278600668), (158.48597739734183, 1129.7876675707005), (654.5669040847528, 1072.6241638671543)]",0
133,"[(200, 200), (26.73100922647177, 1144.0295385425338), (37.15886115946715, 1151.4560365778839), (-66.4532953796322, 1122.910706964491)]",0
134,"[(200, 200), (323.1734921861864, 1226.0258085655234), (335.7568500315135, 1169.173560202685), (425.0536948360172, 1233.8043867355923)]",0
135,"[(200, 200), (630.1874051602113, 1166.0751227374228), (621.974349030665, 1133.9500193377417), (507.9009646295664, 1209.6926654416457)]",0
136,"[(200, 200), (612.4981465499711, 1145.431648640879), (7.722771783674133, 1103.7078998205845), (406.8971241498059, 1222.8747359088836)]",0
137,"[(200, 200), (214.44111935362233, 1236.6761232932768), (483.15033191893525, 1181.6990474263653), (159.01115423236112, 1240.8985299567412)]",0
138,"[(200, 200), (82.59547125616852, 1185.3609129478255), (375.63808133042744, 1200.6234067452183), (70.65084488430213, 1139.305440608256)]",0
139,"[(200, 200), (162.41048676139354, 1147.1882745681473), (488.268188124356, 1132.6831971383235), (34.05475004228863, 1086.1964072898281)]",0
140,"[(200, 200), (318.7944768961929, 1174.924916400835), (77.21106452500219, 1199.0204168948474), (-28.73364600098077, 1125.9990616368991)]",0
141,"[(200, 200), (125.89825688281218, 1161.5304056073742), (301.1479323066795, 1236.1614064099222), (501.08381411469855, 1154.1174340873877)]",0
142,"[(200, 200), (11.370901255378627, 1142.0820076670961), (-88.83017707720964, 1131.2939466095784), (529.9853564496385, 1167.9288429377575)]",0
143,"[(200, 200), (187.97847431882968, 1140.0081851483321), (317.193301591618, 1190.4272174023972), (611.0189884933257, 1163.435952688075)]",0
144,"[(200, 200), (-41.560016500264055, 1072.8409255095485), (326.01075906634355, 1317.957920335794), (501.8209881979119, 1202.4704309026408)]",0
145,"[(200, 200), (34.70195201994092, 1161.9116435701096), (195.73631241819893, 1222.1333252386341), (657.9000395035985, 1126.1349943411444)]",0
146,"[(200, 200), (495.0257250220486, 1191.3334757244804), (255.26338030735602, 1199.147018141125), (232.0726393543701, 1164.170498558479)]",0
147,"[(200, 200), (532.0284036985497, 1200.4126909925892), (493.77564256083764, 1216.0598848529135), (458.0340063715475, 1155.9311498133713)]",0
148,"[(200, 200), (84.72650933314023, 1164.4326265460895), (102.18251998284371, 1196.705686653107), (376.76811256866023, 1176.1773880962523)]",0
149,"[(200, 200), (-1.818278994287141, 1108.8176960516246), (439.29993341925996, 1212.1882641350385), (531.8021792031392, 1191.2351273069569)]",0
